busi,label,x,y,name,categories,rating,review_count
pKTIxpM_2Qk7l_Kb0LImbQ,5,-17.36807144,-2.279164043,Chipotle Mexican Grill,"['Restaurants', 'Fast Food', 'Mexican']",3,108
16tWXenJ1wTqugXJU7yiZg,8,-20.65390822,3.470345537,808 Sushi,"['Sushi Bars', 'Restaurants', 'Food', 'Desserts']",3.5,408
nrahyQyopCtajDqUtVVVfA,8,-18.29288957,4.532462148,The Sushi,"['Restaurants', 'Sushi Bars', 'Japanese']",4,127
MXC9pwIxovWUc9yu1F8OxA,8,-20.39698702,4.3130688,Sushi Twister,"['Sushi Bars', 'Japanese', 'Restaurants']",4,396
eS76100l3h7Ollb5s3_M4A,9,-2.237688808,6.667333006,Mad House Coffee,"['Bagels', 'Coffee & Tea', 'Bakeries', 'Breakfast & Brunch', 'Juice Bars & Smoothies', 'Restaurants', 'Food']",4,185
Gaq3S9lmjXVcuDCZ8ulppw,8,-20.8326973,3.704758902,Oyshi Sushi,"['Restaurants', 'American (New)', 'Sushi Bars']",3.5,969
64o_nYvzIKwHFOSYSEm-qw,2,17.21290416,-13.41615043,Joe's New York Pizza,"['Restaurants', 'Pizza', 'Italian']",3.5,185
jrE4M9HlYp2AZZ7iQCSIRw,7,-12.58225293,-14.12437838,Harbor Palace Seafood Restaurant,"['Dim Sum', 'Chinese', 'Restaurants', 'Cantonese', 'Seafood']",2.5,363
wRY_ZJU8-z2QWTqtgoumGA,19,5.871013985,4.283489504,Farm,"['Cafes', 'Restaurants', 'American (Traditional)']",3,112
TrN8HBHBL4-Tu7cXMDoopQ,7,-8.765794997,-14.82985069,Golden Flower Chinese Cuisine,"['Chinese', 'Restaurants']",4,157
TCWMgOiV0PxQkWE1SyBIWQ,8,-17.73759134,7.600942071,Nobu,"['Restaurants', 'Sushi Bars', 'Japanese']",4,890
Uuxwgc8kA88Cvt8LthoRdQ,7,-5.473837975,-3.915261341,Mi Peru South American Grill,"['Peruvian', 'Restaurants', 'Spanish', 'Latin American', 'American (Traditional)']",4,176
zEOfVGv6DeprEzmFYMFhXA,3,7.306103485,13.95482167,Outback Steakhouse,"['Steakhouses', 'Restaurants']",3.5,232
TeHB4-F_5Mwg1VE2Uzu0Ag,4,5.485907958,-10.06461901,Buca di Beppo Italian Restaurant,"['Food', 'Restaurants', 'Pizza', 'Caterers', 'Italian', 'Event Planning & Services']",3,311
OTcBXjDkViDPds4Lxy8KIQ,5,-17.66191072,-3.912239185,Carlito's Burritos,"['Barbeque', 'Breakfast & Brunch', 'Restaurants', 'Mexican', 'New Mexican Cuisine']",4,466
SVGApDPNdpFlEjwRQThCxA,5,-14.52582145,-7.395116984,Juan's Flaming Fajitas & Cantina,"['Restaurants', 'Mexican', 'Bars', 'Nightlife']",4.5,884
7KkgMcbVaetryW1wwpzvvA,5,-17.05254693,-2.674252783,Cafe Rio,"['Restaurants', 'Mexican']",3.5,118
xqbvqZHNyj2qExHdizzd0w,15,-2.044604861,-7.153506869,D' Pinoy Joint,"['Filipino', 'Restaurants']",3.5,148
9_OPjioLbD9Q_zAeHfv6kw,7,-8.22039269,-9.77356211,The Red Pot,"['Hot Pot', 'Seafood', 'Chinese', 'Restaurants']",3.5,139
MyTsAeShB9pcWP84GSTAdw,5,-17.64542412,-8.408265659,KoMex Fusion,"['Asian Fusion', 'Restaurants', 'Korean', 'Mexican']",4.5,340
EZQESVzkOPs7LwCHVC3Szg,8,-17.62975416,6.842190555,Mizumi,"['Japanese', 'Restaurants']",4,257
M51gw2cz_vXarNBLbKkOxQ,19,-1.321370099,2.604532392,The Cracked Egg,"['Breakfast & Brunch', 'Restaurants']",4,426
f9cIbhLyBz_qTEfMLfwrrQ,7,-5.125180869,-7.447833043,Lulu Hawaiian BBQ,"['Restaurants', 'Barbeque', 'Hawaiian']",3.5,103
iH6heFdMwPXk9GIO6PwUvA,1,-9.528584502,6.730329598,Beerhaus,"['Nightlife', 'Sports Bars', 'Beer Bar', 'Bars', 'Food', 'Restaurants', 'American (New)', 'Breweries']",4,183
OK0ba4X5seibH8oMWh4bhw,8,-19.65077745,-1.079288618,I Love Sushi,"['Restaurants', 'Sushi Bars']",4.5,741
q-zZgXKAQFLEgMp9ZNllgQ,8,-21.67741137,4.06369217,Umiya Sushi,"['Seafood', 'Japanese', 'Restaurants', 'Sushi Bars']",4,1033
CiYLq33nAyghFkUR15pP-Q,17,-19.40381645,-6.405415846,TACOS EL GORDO,"['Mexican', 'Restaurants']",4.5,1151
ydcNlRMKs93AQpOhVkSrGQ,12,14.49875784,11.82677127,Fukuburger Truck,"['Restaurants', 'Food', 'Food Trucks', 'Burgers', 'Food Stands']",4,349
7JWWeXqil03Ua_wV9KN8ZQ,4,4.183076215,-4.933052801,Luna Rossa,"['Nightlife', 'Pizza', 'Restaurants', 'Italian', 'Bars']",3.5,189
TT658qQinO6MBHP9q7rJ8w,3,-2.907665644,13.99355658,Lola's A Louisiana Kitchen,"['Restaurants', 'Cajun/Creole']",4,259
N4t78qF2C5jqYBjNr0j3_w,10,19.65885907,-4.648001493,Pho T,"['Vietnamese', 'Restaurants']",3.5,119
VG0nWxGsPixYLsyi49gyxQ,3,7.69818472,10.60555355,Hugo's Cellar,"['Restaurants', 'Seafood', 'Steakhouses', 'American (New)', 'American (Traditional)']",4.5,647
Yq92uUpugGyJLvDtcDRunw,12,17.81706661,12.12747207,In-N-Out Burger,"['Restaurants', 'Fast Food', 'Burgers']",4.5,181
8Yz1eFsaUy-ny3B6YZDOrg,3,7.47879137,14.18950887,Outback Steakhouse,"['Steakhouses', 'Restaurants']",3.5,184
6bgjcFOy4WHMyw62_1V9Pw,14,7.218194026,-1.165953882,Panera Bread,"['Bagels', 'Breakfast & Brunch', 'Restaurants', 'Sandwiches', 'Food', 'Soup', 'Salad']",3.5,170
Wcuo6YmYj3xhCso5sMQcOw,2,15.13474628,-14.39750344,Blaze Fast-Fire'd Pizza,"['Salad', 'Restaurants', 'Pizza', 'Gluten-Free', 'Fast Food']",4.5,318
Os1n1_idfw9vv9kwULGJnQ,11,-4.053234364,-9.836512748,Island Style,"['Restaurants', 'Asian Fusion', 'Hawaiian', 'Korean']",4.5,670
_EBa6I5KkADiCdcBHOC_tg,9,7.676311134,3.543452434,Daily Kitchen Healthy Food & Juice Bar,"['Burgers', 'Juice Bars & Smoothies', 'Restaurants', 'Food', 'Breakfast & Brunch']",4,176
2UaMR7lOJ3IcXizaDpv7KA,16,-2.507864482,-17.63152778,Bangkok 9 Thai-Chinese Food,"['Thai', 'Restaurants', 'Chinese']",3.5,207
7nRlDLrob6oK5zmGo4Vpbg,19,0.005422549,1.418650283,Blueberry Hill Family Restaurant,"['Nightlife', 'Breakfast & Brunch', 'American (New)', 'Food', 'American (Traditional)', 'Bars', 'Bakeries', 'Restaurants', 'Salad', 'Desserts']",3.5,239
Fv4EXwV30rwGD2NzN1ekgA,8,-21.738536,5.431222394,Gorilla Sushi,"['Restaurants', 'Sushi Bars', 'Asian Fusion', 'Japanese']",4.5,111
JsCKeWHA8n_5mFQ3F6t4UA,5,-14.64749006,-9.464077723,Gonzalez Y Gonzalez Restaurant,"['Restaurants', 'Cocktail Bars', 'Mexican', 'Nightlife', 'Desserts', 'Food', 'Bars']",3.5,402
iBlQvqiy5Rg2h-y9TS1yOA,5,-15.50535337,-6.169727564,Casa Del Matador,"['Restaurants', 'Mexican', 'Tex-Mex']",3.5,113
0zoXYHq82haayMaV952jEQ,9,8.52182253,3.284216513,Greens and Proteins,"['Sandwiches', 'Juice Bars & Smoothies', 'Food', 'Burgers', 'Restaurants', 'Pizza', 'American (New)']",4,309
TL5Dtfnf-5hYG13lBF9N2A,3,-15.23367519,2.50491138,Benihana,"['Japanese', 'Beer', 'Wine & Spirits', 'Teppanyaki', 'Food', 'Restaurants']",3.5,344
HYKTKG3X7jtLe6elxp63JQ,9,-6.135515868,13.98552101,Off the Hook,"['Restaurants', 'Fish & Chips', 'Seafood']",4.5,230
0jtRI7hVMpQHpUVtUy4ITw,19,-1.86278635,3.496698759,Omelet House Summerlin,"['Italian', 'Breakfast & Brunch', 'Restaurants', 'Beer', 'Wine & Spirits', 'American (Traditional)', 'Food']",4,176
DVJkxZkLKS76Khb2y6XA6A,9,8.500743725,3.709825515,ProteinHouse,"['Salad', 'Juice Bars & Smoothies', 'American (Traditional)', 'Health Markets', 'Food', 'Restaurants', 'Specialty Food', 'Burgers']",3.5,316
sSmt7JFTDNCcK1KfMVO2hw,1,-13.25032893,-4.454109216,Mickie Finnz,"['Seafood', 'Music Venues', 'Burgers', 'Restaurants', 'Lounges', 'Bars', 'Nightlife', 'Arts & Entertainment']",2.5,168
TyZnv8aX1OJfBKoyuYgZLQ,12,13.33887026,12.06020877,The Dillinger,"['Music Venues', 'Restaurants', 'Bars', 'Nightlife', 'Burgers', 'Arts & Entertainment']",4,283
kZspuWnM0Y-Losvk2Rl0lA,9,1.9876701,19.92410411,Cous Cous Mediterranean Cafe,"['Restaurants', 'Coffee & Tea', 'Mediterranean', 'Halal', 'Food', 'Vegetarian', 'Burgers', 'Cafes', 'Sandwiches']",3.5,224
1Df5WnLX3DqN6ymlhqznaQ,3,-0.409425279,12.59019681,Roy's Restaurant,"['Seafood', 'Hawaiian', 'Restaurants', 'Steakhouses', 'Asian Fusion']",4.5,431
7BZ2NdkysVLgWScSEvhILQ,7,-9.370562251,-14.8412974,Chow,"['Local Flavor', 'Event Planning & Services', 'Comfort Food', 'Soul Food', 'Caterers', 'Southern', 'Restaurants', 'Chinese']",4,109
w12x7UBSSRsdbp3ZqguG3Q,3,4.483416593,13.09660022,Palm Restaurant,"['Italian', 'American (New)', 'Steakhouses', 'Seafood', 'Restaurants']",4,515
ECOkEVUodMLUxvI0PMI4gQ,1,-6.970601194,0.748521585,Tao Nightclub,"['Bars', 'Asian Fusion', 'Nightlife', 'Music Venues', 'Lounges', 'Dance Clubs', 'Restaurants', 'Arts & Entertainment']",3,2056
Z1E36owKeeZKDL-9ZuanJw,11,16.57011623,-0.160902152,TC's Rib Crib,"['Event Planning & Services', 'Barbeque', 'Soul Food', 'Restaurants', 'Caterers']",3.5,404
FtaTjyMUIY457tPJahjg1A,19,-0.621173959,2.382595665,IHOP,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",3,156
GWNmYFQw3WitfTPt5uGMvQ,7,-8.314268294,-14.43233005,Beijing Chinese Cuisine,"['Restaurants', 'Chinese']",3.5,106
ostVuyoxxQiP3Qik_L7nPA,2,12.77592298,-9.901467247,BJ's Restaurant & Brewhouse,"['American (New)', 'Food', 'Breweries', 'Restaurants', 'Pizza']",3,358
yYMTMtguT90BfMJVxasFuw,7,-7.915324836,-15.44266611,China Gourmet,"['Restaurants', 'Chinese']",4,117
JjjlhlQ2LEaQMuAug4fDIA,7,-8.440231183,-12.36177243,Yi Mei Champion Taiwan Deli,"['Restaurants', 'Chinese', 'Taiwanese']",3.5,209
SR0Q2hAEMJ_m23O_x-khSQ,9,7.648707959,3.551597419,LYFE Kitchen,"['Restaurants', 'Vegetarian', 'Gluten-Free', 'American (New)']",4,408
74pWjFssgqyhaVg-YCUo3A,19,-1.292143636,2.497155563,The Cracked Egg,"['Restaurants', 'Breakfast & Brunch', 'American (Traditional)']",4,227
cyzOijFJ82cae6qH6L8vuw,16,-2.16146483,-18.9303314,Arawan Thai Bistro and Dessert,"['Desserts', 'Food', 'Thai', 'Restaurants', 'Seafood']",4.5,456
Lzv68iVkRHstVvW3aXNWkA,16,-2.769114284,-18.62351719,Table Thai Bar & Bistro,"['Food', 'Beer', 'Wine & Spirits', 'Thai', 'Vegan', 'Restaurants']",4.5,276
S_5VQYMMa4aD3NzgYLkvhg,7,-8.189225256,-6.107375381,Mochiko Chicken,"['Hawaiian', 'Southern', 'Barbeque', 'American (New)', 'Restaurants', 'Asian Fusion', 'Comfort Food', 'Chicken Wings', 'Chicken Shop']",4.5,284
ZtsnwjxjzMUI6tDZNrJUeA,3,6.762373495,15.50343011,Montana Meat Company,"['Seafood', 'American (Traditional)', 'Steakhouses', 'Restaurants', 'Burgers']",3.5,276
AtD6B83S4Mbmq0t7iDnUVA,7,-3.62585331,-2.665919756,Veggie House,"['Food', 'Vegan', 'Specialty Food', 'Vegetarian', 'Restaurants', 'Chinese']",4.5,641
LtXy1VinKWfuLFslVarKRw,12,13.63776443,12.1906043,Fatburger,"['Restaurants', 'Fast Food', 'Burgers', 'American (Traditional)']",3.5,557
Hqs4YNST_ZHbshwyi4bnsQ,2,16.83840458,-13.48676071,Old School Pizzeria,"['Pizza', 'Restaurants', 'Italian']",4.5,498
eJNHwNoCk_hZbK8AeHDZ9g,11,16.06813597,0.611342567,Nevada Chicken Cafe,"['Chicken Wings', 'Barbeque', 'Cafes', 'Restaurants', 'American (Traditional)']",3.5,238
DQtxU4uae3MzlnP_JZXqPQ,11,17.01881626,-0.187150148,Famous Dave's BBQ,"['Barbeque', 'Restaurants']",3.5,180
e0JOkQYz_cnz91k6X55PLw,4,5.779548201,-7.982999835,Sinatra,"['Italian', 'Restaurants']",4,422
T0Uw6vwwfO3el29wBoDamQ,13,-1.374433229,-3.934320544,Pink's Hot Dogs,"['Restaurants', 'Hot Dogs', 'Fast Food']",3,862
SEMvJDVnDB4NoPW6tXXO_Q,11,-2.847583276,-10.79530091,Goong Korean BBQ Restaurant,"['Korean', 'Barbeque', 'Restaurants']",4.5,300
hDlRzzxfVkVNjnveJ8sLmg,19,1.768689801,3.355370201,Rainbow Club & Casino,"['Arts & Entertainment', 'Casinos', 'American (New)', 'Restaurants']",4,160
eV-5b1Bjtnn-QePN3t3taQ,9,-8.51644671,-6.019204303,Stir Krazy Mongolian Grill,"['Asian Fusion', 'Mongolian', 'Restaurants']",4.5,118
Qc0l8rZ3nvrcERitgxu8XA,19,-1.812317294,3.372134972,Omelet House,"['American (Traditional)', 'Restaurants', 'Breakfast & Brunch']",4.5,762
W8apgXmOxESpoL_EeogC5w,7,-11.65162675,0.015038412,Fukumimi Ramen,"['Restaurants', 'Ramen', 'Japanese', 'Noodles']",4,574
ahSFUPojs9X3-1jP-QPb-w,3,4.533619008,9.134697581,Bazaar Meat by Jos姓 Andr姓s,"['Steakhouses', 'Spanish', 'Restaurants', 'Tapas/Small Plates']",4,497
cghHesD2NXV5yUu-ZAxE2g,19,0.582417479,3.167807146,Lumberjacks,"['American (Traditional)', 'Restaurants']",3,142
zYb4kj2R54R2YPeNm829BA,4,6.609225275,-11.14999058,Sauce Italian Bistro & Bar,"['Bars', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Nightlife', 'Food', 'Italian', 'Sports Bars']",3,182
0w3BdEOxvwKTpypwbN5kiQ,11,-2.975815737,-10.97195367,Tofu Hut,"['Restaurants', 'Barbeque', 'Korean']",3.5,580
riFzCvp77DMKDX-5GoTpqA,12,14.75012978,9.45559507,Steak 'n Shake,"['Burgers', 'Restaurants', 'Fast Food', 'Food']",3.5,704
xiAiahsdBfTxYCFfvZmMfQ,9,8.640117088,1.82686264,Canyon Ranch Cafe,"['Restaurants', 'Cafes', 'Desserts', 'Breakfast & Brunch', 'Food']",3.5,100
ID5wWJ9C7G0hfbQilvlfxA,5,-15.22704239,-7.008813752,La Comida,"['Restaurants', 'Mexican']",3.5,472
K0j_Znzin0jShXVnpvW86A,3,-3.754286562,11.74639917,Jaleo,"['Spanish', 'Tapas/Small Plates', 'Restaurants']",3.5,991
OJdufUU3hVabgviIBHksYw,7,-5.430713361,-7.30846674,Aloha Kitchen & Bar,"['Hawaiian', 'Karaoke', 'Nightlife', 'Restaurants', 'Bars']",3.5,388
OPSNdO3LNPMt7qz1MNb42g,9,2.891811058,-16.68499601,Urban Turban,"['Halal', 'Buffets', 'Tapas Bars', 'Indian', 'Vegetarian', 'Restaurants', 'Cocktail Bars', 'Bars', 'Nightlife']",4,504
k7Sy557_ZaQSGHFlZgeJzw,14,8.028255106,-4.33699269,Weiss Restaurant Deli & Bakery,"['Bakeries', 'Food', 'Delis', 'Restaurants']",4,418
WXSsJIO_uGGSxS9qC8x1gQ,9,8.514477369,3.669598403,The Protein Source,"['American (New)', 'Food', 'Restaurants', 'Fast Food', 'Juice Bars & Smoothies']",4,190
n4E8ltk6CidI4_9s5STVtA,12,13.99971956,12.61937975,Primeburger,"['Burgers', 'Restaurants']",4,125
yEyA7uILKG97qnyx3K2WAg,3,7.379769688,12.33171089,Center Cut Steakhouse,"['Steakhouses', 'Restaurants']",3,157
hroo5nOO8b9QhHX0GLg7oA,10,19.9213586,-4.63287028,Pho So 1,"['Restaurants', 'Vietnamese']",3.5,779
9cw870n3gsGikVoOT5YOYg,8,-18.34203916,6.163420494,Pier 215,"['Restaurants', 'Sushi Bars', 'Seafood', 'American (New)', 'American (Traditional)', 'Asian Fusion', 'Japanese']",4.5,312
eUuKXhloFVHdQsLdodcLbw,9,1.467560588,18.09213455,Parsley Modern Mediterranean,"['Mediterranean', 'Vegan', 'Vegetarian', 'Restaurants']",4,276
vmg_VdqXVOVhUoacU2pfdw,1,-8.005868986,5.480959007,The Bar @ Las Vegas Blvd & Wigwam,"['Sports Bars', 'Bars', 'Restaurants', 'Pubs', 'Nightlife', 'American (Traditional)']",4,100
ozEDKl0tZw5ob1evx41gcQ,13,-9.914628704,6.671351099,Big Dog's Brewing,"['Breweries', 'American (Traditional)', 'Food', 'Restaurants']",3.5,323
3Jq5LfJ5fmJ5KmuA6VHmzw,1,-7.780926375,3.509904523,Topgolf,"['American (New)', 'Golf', 'Active Life', 'Restaurants', 'Bars', 'Nightlife']",3.5,366
M4vh_kzppP1nsxo7hsaVIA,6,6.859319629,-16.93274512,Golden Nugget Buffet,"['Restaurants', 'Buffets']",2.5,236
DHUAQ4pzH9KKzGZDm1jZLg,9,-1.862492626,10.09064738,Krispy Kreme Doughnuts,"['Restaurants', 'Food', 'Cafes', 'Coffee & Tea', 'Donuts']",3,103
u0YYkO2CeD3JFCkR1wSMog,4,5.18208625,-6.084812464,Martorano's,"['Restaurants', 'Italian']",3.5,194
APRp233sygej2YesZtrgbQ,11,16.50971347,-0.934652418,SNS Diner,"['Barbeque', 'Restaurants', 'Diners']",4.5,151
7UFDAX4wLi6ux5otguYldA,3,4.283843753,11.23351929,Andiron Steak & Sea,"['Steakhouses', 'Seafood', 'American (New)', 'Restaurants']",4,249
SZEFE5hL7aN5nM-A44iPwQ,3,6.1068245,11.90231633,Prime,"['Restaurants', 'Nightlife', 'Bars', 'Steakhouses']",4,632
9edPSkfXKsJmkZYIaOmA7Q,9,-4.650847825,7.086297272,Las Vegas South Premium Outlets,"['Fashion', 'Outlet Stores', 'Restaurants', 'Shopping Centers', 'Shopping']",3.5,336
01VPJkcU0m8WzlA7dCEpVQ,18,1.689905351,-3.943938498,Tea Space,"['Restaurants', 'American (Traditional)', 'Tea Rooms', 'Coffee & Tea', 'Bubble Tea', 'Taiwanese', 'Food', 'Juice Bars & Smoothies']",4.5,136
01Ov9eDxKRY5k6ImMdiWLQ,7,-9.450699279,-13.68942624,Hong Kong Garden Seafood & BBQ Cafe,"['Restaurants', 'Seafood', 'Barbeque', 'Chinese']",3,137
UvcH52d-FQ3waD5Z0LmFCQ,7,-11.58502154,-0.322358576,Ramen Ya Katana,"['Ramen', 'Japanese', 'Restaurants', 'Noodles']",3.5,114
xmWs-su5eB5_57CIw4sqfw,4,6.329736136,-9.542425856,Gina's Bistro,"['Restaurants', 'Italian']",4.5,172
bKbYRUZKDYonSPOjzchJJg,7,-3.5681992,-2.766177664,Veggie Delight,"['Vegetarian', 'Restaurants', 'Vegan']",4,225
RSOinkOUpxm0mGw1IWr4Xw,8,-17.6889378,7.117731213,Katsuya,"['Restaurants', 'Japanese', 'Sushi Bars']",4.5,287
YBE7FO11s32f6BEpTAJ5Rw,1,-8.841144269,-5.811706401,The Mixx Grill and Lounge,"['Restaurants', 'American (Traditional)', 'Nightlife', 'Arts & Entertainment', 'American (New)', 'Music Venues', 'Tapas Bars', 'Bars', 'Cocktail Bars']",4.5,197
I0f12eU-xFn6Kd_4H57jrQ,2,18.2659885,-12.32416573,Napoli Pizza,"['Restaurants', 'Pizza']",3,327
A7jbtXYFAZhErOW7xIQinA,11,-3.467147834,-10.51477825,Mother's Korean Grill,"['Barbeque', 'Restaurants', 'Korean']",3,263
uuGlYAIvYAX1q1KhpY6dtA,3,4.389383636,12.55645649,Brand Steakhouse,"['Nightlife', 'Steakhouses', 'American (Traditional)', 'Restaurants', 'Bars']",4,481
ixAh9crILnJ9tM8LhWFhkw,16,-2.633422759,-18.40979742,Archi's Thai Bistro,"['Restaurants', 'Thai']",4,574
ifHBH2gZS_feI6JlFbGFfQ,2,14.98149548,-11.53125661,Balboa Pizza Company,"['Restaurants', 'Pizza']",3.5,162
VsewHMsfj1Mgsl2i_hio7w,1,-6.985473996,0.753891863,LAVO Italian Restaurant & Lounge,"['Lounges', 'Nightlife', 'Breakfast & Brunch', 'Dance Clubs', 'Italian', 'Restaurants', 'Bars']",3.5,1346
V1EdIokE0YYN__dNYfXRdA,9,-8.701916861,-3.286149282,Pokeman,"['Food', 'Restaurants', 'Sushi Bars', 'Poke', 'Hawaiian', 'Japanese']",4,122
q4v-I9j1v7WqtxR12uEMxQ,14,8.171804231,-2.275104939,Beach Hut Deli,"['Restaurants', 'Sandwiches', 'Soup', 'Delis']",4,211
R3TC2oq8fQK9c9BNMZ-ynA,8,-16.92550609,4.93929891,RA Sushi Bar Restaurant,"['Nightlife', 'Restaurants', 'Japanese', 'Bars', 'Sushi Bars']",3.5,682
UK2Onb024Azao0DrTHSvhg,9,3.502272156,19.10515854,Yanni's Greek Grill,"['Specialty Food', 'Greek', 'Food', 'Restaurants', 'Ethnic Food']",4.5,223
vyQD-pu9jFKRXWI9tt16_Q,1,-10.21227385,8.529616702,Shakespeare's Grille & Pub,"['Pubs', 'Nightlife', 'British', 'Bars', 'Restaurants', 'Gastropubs']",4,222
0ahghcpWQVkm4lEFwx-peA,9,0.167474218,18.29930536,Habib's Persian Cuisine,"['Middle Eastern', 'Persian/Iranian', 'Restaurants']",3.5,123
tWasMHaS6ZD-xRhevpoqkw,3,-2.407174214,13.53659459,Bubba Gump Shrimp,"['Cajun/Creole', 'Seafood', 'Southern', 'Restaurants', 'Comfort Food', 'American (Traditional)']",3.5,324
O3OH5IEFMPtz7mPKakPZ3Q,3,3.996823244,8.012016204,Japaneiro,"['Asian Fusion', 'Japanese', 'Restaurants', 'Tapas Bars', 'French']",4.5,285
jCNBZnkIFv_0omLVTgNR6Q,6,4.74699515,-16.97780181,Pure Indian Cuisine,"['Indian', 'Restaurants']",4.5,259
y6QP5IrOJ7_FsB51jN2_Jg,2,14.71832376,-13.1021917,Pizza Rock,"['Restaurants', 'Pizza']",4,367
aqwn3jdQLCWnb59gHK4nAw,1,15.30731459,4.550747812,Chicken Shack,"['Chicken Wings', 'Restaurants']",4,338
ZXfMiPsPv-cH7GMQ-5-mhA,19,6.762614842,15.69356444,Montana Meat Company,"['Steakhouses', 'Restaurants']",3.5,136
YU2XR_ZY-g2VzDpi7KMzEw,18,1.699349096,-3.915365603,Icy Juicy,"['Coffee & Tea', 'Bubble Tea', 'Taiwanese', 'Food', 'Restaurants']",3.5,216
0xvdC8F0HmFpAFkJk6nXLg,7,-8.562019169,-9.307774375,Yoji姓 Japanese Fondue,"['Food', 'Japanese', 'Restaurants', 'Asian Fusion', 'Fondue', 'Hot Pot', 'Specialty Food']",4.5,257
_R-rjgz4Kwi4f3u0clFeKg,0,7.454434115,7.203504076,Sid's Cafe,"['Food', 'Beer', 'Wine & Spirits', 'Restaurants', 'American (Traditional)', 'Cafes']",2,101
Zzl4ffV9kFY3yOSSgyRUBQ,9,12.06847542,-1.59719717,Binion's Hotel & Casino,"['Hotels', 'Event Planning & Services', 'American (New)', 'Hotels & Travel', 'Nightlife', 'Casinos', 'Arts & Entertainment', 'Lounges', 'Bars', 'Restaurants']",3.5,185
HnbkGxUs7oWKYDeB-Pk82Q,9,-1.391976508,6.649572089,Espressamente illy,"['Restaurants', 'Cafes', 'Food', 'Coffee & Tea', 'Italian', 'Desserts']",3.5,333
VlMRR74NjdysPIfaUUSoBA,19,11.94313623,10.49267582,D Grill,"['American (Traditional)', 'Restaurants']",3,139
tro-hrljuY1cUAVFYauTlQ,12,17.74552278,12.12506107,In-N-Out Burger,"['Burgers', 'Fast Food', 'Restaurants']",4.5,240
q3oJ6bNRV3OoJrwc95GOwg,13,-1.414948377,-3.91385445,Dirt Dog,"['American (Traditional)', 'Hot Dogs', 'Street Vendors', 'Food', 'Gastropubs', 'American (New)', 'Desserts', 'Restaurants']",4.5,213
fJ7uw4dDFIga57868Oz1EA,11,16.63078976,-0.590700247,Fox Smokehouse Bbq,"['Caterers', 'American (Traditional)', 'Burgers', 'Barbeque', 'Restaurants', 'Event Planning & Services']",5,483
N8D-5-fW7EkBdKjNYGhu0A,3,4.143992284,-4.07902309,La Cave Wine and Food Hideaway,"['Restaurants', 'Tapas Bars']",4,465
pi4FLFEOn9AhNUxiLbBeHg,9,-8.189309097,-3.636642462,Hawaiian Style Poke,"['Restaurants', 'Hawaiian', 'Food', 'Poke']",4,171
UPIYuRaZvknINOd1w8kqRQ,7,-11.64935878,0.013137826,Monta Ramen,"['Japanese', 'Restaurants', 'Noodles', 'Ramen']",4,1972
w6zW6gIyg1sI5V6Wag_SYg,7,-8.266934076,-7.462982031,Teppan Bento,"['Teppanyaki', 'Japanese', 'Restaurants', 'Asian Fusion']",4.5,234
gK_8-iwivfBEuouSWyzMBQ,9,15.91200027,4.001075975,Wing Heaven,"['Restaurants', 'Chicken Wings', 'Seafood']",3.5,115
dKdApYVFDSNYsNOso6NYlA,1,13.61163122,15.77958449,White Castle,"['Fast Food', 'Burgers', 'Restaurants', 'Breakfast & Brunch']",3,778
ItqPtxnayraXSlBS0EMOgg,19,0.016426726,2.430632857,MTO Caf姓,"['Breakfast & Brunch', 'Comfort Food', 'Cafes', 'Restaurants', 'Food']",4.5,709
eiTWTVThkHr-DKXxIysbgA,9,-8.497358175,-3.423792834,Sweet Pok姓,"['Poke', 'Restaurants', 'Hawaiian', 'Asian Fusion', 'Japanese', 'Food']",4.5,172
viji5rHhNlsy9w-JmUhyaw,4,3.967306966,-11.7996242,Olive Garden Italian Restaurant,"['Nightlife', 'Bars', 'Restaurants', 'Italian', 'Salad', 'Wine Bars']",3.5,113
El4FC8jcawUVgw_0EIcbaQ,1,12.14283664,-0.792971926,MGM Grand Hotel,"['Event Planning & Services', 'Restaurants', 'Hotels & Travel', 'Resorts', 'Casinos', 'Arts & Entertainment', 'Hotels']",3,3015
tf8Ge1hPe-zGZIHI2Cgvyg,11,16.71653491,-0.497480641,Tucky's Smokin BBQ,"['Barbeque', 'Restaurants']",4,142
xVEtGucSRLk5pxxN0t4i6g,3,5.839558881,8.984101158,Eiffel Tower Restaurant,"['Steakhouses', 'French', 'Bars', 'Cocktail Bars', 'Restaurants', 'Nightlife']",4,1314
a3jFGgoWbPkPGENEafiXwg,12,13.68369342,10.56783155,Binion's Cafe,"['Restaurants', 'Food', 'Diners', 'Arts & Entertainment', 'Cafes', 'Chinese', 'Casinos', 'Steakhouses']",3,127
nu1GQ_Q43JqzrWMZE_dE1Q,3,1.038333341,11.28685233,Searsucker,"['Comfort Food', 'American (New)', 'Restaurants', 'Nightlife', 'Bars']",4,263
Yqgyx8SJ5SqFYc-4yH6Z1g,7,-8.337382642,-12.49483029,Bund Shanghai,"['Restaurants', 'Chinese', 'Shanghainese']",3.5,120
bgx6gYdktqEoQwBdo5lRbA,5,-14.9288923,-9.178859345,Serrano's Mexican Restaurant,"['Restaurants', 'Mexican']",4.5,111
